date,home,away,venue,total_runs,opening_total,closing_total,temp,relh,eff_wind
2023-06-08,ATL,NYM,Truist Park,23,8.417,8.333,80.0,41.9,11.0
2023-06-08,LAA,CHC,Angel Stadium,4,8.833,8.917,71.0,63.1,8.0
2023-06-09,DET,ARI,Comerica Park,17,8.417,8.0,76.0,34.3,0.0
2023-06-09,BAL,KC,Oriole Park at Camden Yards,5,8.583,8.0,73.0,49.0,8.0
2023-06-09,PIT,NYM,PNC Park,21,8.75,9.417,70.0,37.5,8.0
2023-06-09,PHI,LAD,Citizens Bank Park,9,9.417,9.0,73.0,36.3,0.0
2023-06-09,NYY,BOS,Yankee Stadium,5,8.0,7.917,68.0,50.6,0.0
2023-06-09,TOR,MIN,Rogers Centre,5,8.417,8.5,70.0,49.4,-19.0
2023-06-09,CLE,HOU,Progressive Field,19,8.0,7.917,70.0,33.4,0.0
2023-06-09,ATL,WSH,Truist Park,5,9.75,10.083,83.0,33.3,0.0
2023-06-09,CHW,MIA,Guaranteed Rate Field,3,8.417,7.917,71.0,25.1,-8.0
2023-06-09,MIL,ATH,American Family Field,7,9.5,9.5,74.0,33.3,0.0
2023-06-09,STL,CIN,Busch Stadium,11,8.75,7.833,82.0,28.7,0.0
2023-06-09,COL,SD,Coors Field,15,11.0,11.5,70.0,53.7,0.0
2023-06-09,LAA,SEA,Angel Stadium,9,7.083,7.417,67.0,67.6,0.0
2023-06-09,SF,CHC,Oracle Park,5,7.083,7.833,60.0,72.0,16.0
2023-06-10,DET,ARI,Comerica Park,5,8.583,8.917,80.0,27.2,0.0
2023-06-10,CHW,MIA,Guaranteed Rate Field,6,8.417,8.333,83.0,22.9,0.0
2023-06-10,STL,CIN,Busch Stadium,12,8.583,8.833,85.0,26.7,-8.0
2023-06-10,TOR,MIN,Rogers Centre,13,8.75,8.583,70.0,29.8,11.0
2023-06-10,COL,SD,Coors Field,5,12.333,12.5,73.0,39.4,2.0
2023-06-10,BAL,KC,Oriole Park at Camden Yards,7,9.0,9.417,85.0,24.9,9.0
2023-06-10,PIT,NYM,PNC Park,6,8.917,9.5,81.0,27.7,10.0
2023-06-10,PHI,LAD,Citizens Bank Park,9,9.0,8.5,82.0,28.3,-10.0
2023-06-10,ATL,WSH,Truist Park,10,9.833,9.5,86.0,30.8,0.0
2023-06-10,MIL,ATH,American Family Field,3,9.083,9.5,81.0,44.6,0.0
2023-06-10,CLE,HOU,Progressive Field,10,8.333,8.0,75.0,22.1,-1.0
2023-06-10,SF,CHC,Oracle Park,4,8.5,8.5,60.0,65.1,10.0
2023-06-10,NYY,BOS,Yankee Stadium,4,8.5,9.0,75.0,46.3,0.0
2023-06-10,LAA,SEA,Angel Stadium,8,9.083,9.167,64.0,74.9,0.0
2023-06-11,DET,ARI,Comerica Park,12,8.333,8.417,67.0,49.0,12.0
2023-06-11,CLE,HOU,Progressive Field,5,8.167,8.167,78.0,25.6,-9.0
2023-06-11,BAL,KC,Oriole Park at Camden Yards,14,8.667,9.083,87.0,31.5,6.0
2023-06-11,PIT,NYM,PNC Park,3,8.75,8.5,81.0,30.1,8.0
2023-06-11,PHI,LAD,Citizens Bank Park,10,9.917,10.667,86.0,32.3,0.0
2023-06-11,ATL,WSH,Truist Park,8,9.75,9.333,73.0,81.8,-6.0
2023-06-11,CHW,MIA,Guaranteed Rate Field,11,8.583,8.167,55.0,90.3,-7.0
2023-06-11,STL,CIN,Busch Stadium,7,8.417,8.083,65.0,78.3,-9.0
2023-06-11,COL,SD,Coors Field,9,12.0,11.5,66.0,65.0,4.0
2023-06-11,SF,CHC,Oracle Park,16,8.417,8.5,61.0,56.7,9.0
2023-06-11,LAA,SEA,Angel Stadium,13,8.917,8.5,69.0,58.7,10.0
2023-06-11,NYY,BOS,Yankee Stadium,5,8.583,8.417,76.0,53.4,7.0
2023-06-12,DET,ATL,Comerica Park,11,8.667,9.0,64.0,53.5,0.0
2023-06-12,BOS,COL,Fenway Park,7,9.833,9.0,73.0,81.3,0.0
2023-06-12,STL,SF,Busch Stadium,7,8.25,8.0,73.0,36.7,0.0
2023-06-12,KC,CIN,Kauffman Stadium,9,8.917,8.333,73.0,48.7,0.0
2023-06-12,ATH,TB,Oakland Coliseum,7,8.25,8.417,63.0,70.1,14.0
2023-06-12,ARI,PHI,Chase Field,17,10.0,10.0,90.0,16.5,0.0
2023-06-12,SEA,MIA,T-Mobile Park,9,7.5,7.417,76.0,40.7,3.0
2023-06-13,BAL,TOR,Oriole Park at Camden Yards,17,8.5,8.833,79.0,55.3,3.0
2023-06-13,BOS,COL,Fenway Park,13,9.75,9.0,69.0,93.2,-3.0
2023-06-13,NYM,NYY,Citi Field,13,7.583,7.5,77.0,34.6,11.0
2023-06-13,MIN,MIL,Target Field,12,7.417,7.333,84.0,23.0,-10.0
2023-06-13,STL,SF,Busch Stadium,14,8.417,8.917,80.0,29.2,12.0
2023-06-13,CHC,PIT,Wrigley Field,14,8.5,8.917,61.0,83.4,18.0
2023-06-13,KC,CIN,Kauffman Stadium,9,9.417,9.917,77.0,44.8,0.0
2023-06-13,SD,CLE,Petco Park,9,7.583,7.5,65.0,72.6,0.0
2023-06-13,ATH,TB,Oakland Coliseum,3,8.583,9.0,62.0,75.2,10.0
2023-06-13,SEA,MIA,T-Mobile Park,12,7.5,7.0,64.0,53.8,-2.0
2023-06-13,LAD,CHW,Dodger Stadium,6,8.583,8.75,65.0,67.7,0.0
2023-06-14,DET,ATL,Comerica Park,17,8.25,9.5,66.0,50.6,9.0
2023-06-14,DET,ATL,Comerica Park,11,8.25,9.5,73.0,50.6,9.0
2023-06-14,MIN,MIL,Target Field,6,8.083,8.5,83.0,39.5,0.0
2023-06-14,STL,SF,Busch Stadium,13,8.333,8.583,84.0,31.4,8.0
2023-06-14,BAL,TOR,Oriole Park at Camden Yards,4,8.917,8.75,77.0,32.1,12.0
2023-06-14,BOS,COL,Fenway Park,9,9.333,9.583,64.0,83.8,7.0
2023-06-14,NYM,NYY,Citi Field,7,7.25,7.417,70.0,52.8,10.0
2023-06-14,CHC,PIT,Wrigley Field,16,9.0,8.833,64.0,65.5,-7.0
2023-06-14,KC,CIN,Kauffman Stadium,11,9.167,9.5,82.0,43.3,0.0
2023-06-14,SD,CLE,Petco Park,5,8.083,8.5,66.0,78.0,0.0
2023-06-14,ATH,TB,Oakland Coliseum,9,8.5,8.25,62.0,75.2,15.0
2023-06-14,SEA,MIA,T-Mobile Park,5,7.083,6.833,63.0,51.5,0.0
2023-06-14,LAD,CHW,Dodger Stadium,12,8.667,8.083,65.0,75.1,0.0
2023-06-15,BAL,TOR,Oriole Park at Camden Yards,6,8.917,8.833,79.0,32.6,0.0
2023-06-15,ATH,TB,Oakland Coliseum,7,8.667,8.5,68.0,58.6,0.0
2023-06-15,MIN,DET,Target Field,12,8.0,7.5,71.0,39.1,-10.0
2023-06-15,ATL,COL,Truist Park,11,8.667,9.167,81.0,68.5,0.0
2023-06-15,CHC,PIT,Wrigley Field,9,6.5,6.833,55.0,66.7,-14.0
2023-06-15,SD,CLE,Petco Park,14,7.917,9.083,68.0,67.9,0.0
2023-06-15,LAD,CHW,Dodger Stadium,9,8.917,8.917,65.0,72.6,6.0
2023-06-16,CHC,BAL,Wrigley Field,13,7.583,8.333,57.0,65.6,-12.0
2023-06-16,WSH,MIA,Nationals Park,11,8.5,8.083,79.0,55.5,-3.0
2023-06-16,NYM,STL,Citi Field,7,8.583,9.0,66.0,63.2,0.0
2023-06-16,BOS,NYY,Fenway Park,20,9.5,10.0,73.0,61.5,2.0
2023-06-16,ATL,COL,Truist Park,9,9.583,10.5,85.0,49.0,0.0
2023-06-16,KC,LAA,Kauffman Stadium,3,9.5,9.0,87.0,44.3,-8.0
2023-06-16,MIN,DET,Target Field,8,8.0,7.667,77.0,43.1,-5.0
2023-06-16,MIL,PIT,American Family Field,9,8.833,8.5,64.0,67.3,0.0
2023-06-16,SD,TB,Petco Park,8,7.5,7.583,68.0,75.1,0.0
2023-06-16,ATH,PHI,Oakland Coliseum,7,8.333,8.5,65.0,74.8,13.0
2023-06-16,LAD,SF,Dodger Stadium,12,9.167,8.5,69.0,70.5,7.0
2023-06-17,MIN,DET,Target Field,2,9.0,9.0,81.0,31.6,10.0
2023-06-17,CHC,BAL,Wrigley Field,5,7.75,8.167,69.0,37.7,0.0
2023-06-17,WSH,MIA,Nationals Park,7,9.167,9.0,79.0,27.4,0.0
2023-06-17,ATH,PHI,Oakland Coliseum,5,9.0,9.333,66.0,65.6,13.0
2023-06-17,KC,LAA,Kauffman Stadium,19,9.917,10.0,86.0,53.2,0.0
2023-06-17,NYM,STL,Citi Field,8,8.667,9.0,78.0,32.2,0.0
2023-06-17,ATL,COL,Truist Park,12,9.583,10.0,89.0,39.2,0.0
2023-06-17,MIL,PIT,American Family Field,5,8.417,8.5,77.0,38.7,0.0
2023-06-17,SD,TB,Petco Park,2,8.333,8.5,70.0,78.8,0.0
2023-06-17,LAD,SF,Dodger Stadium,15,8.5,8.5,72.0,59.1,6.0
2023-06-18,CHC,BAL,Wrigley Field,9,8.5,9.083,76.0,33.6,0.0
2023-06-18,ATL,COL,Truist Park,20,9.25,9.25,84.0,44.7,-5.0
2023-06-18,WSH,MIA,Nationals Park,6,9.167,9.083,81.0,26.5,-2.0
2023-06-18,BOS,NYY,Fenway Park,8,9.25,8.583,64.0,86.8,-8.0
2023-06-18,BOS,NYY,Fenway Park,5,9.25,8.583,65.0,77.5,-7.0
2023-06-18,NYM,STL,Citi Field,15,9.583,9.5,78.0,46.6,0.0
2023-06-18,KC,LAA,Kauffman Stadium,7,9.583,9.167,66.0,73.5,0.0
2023-06-18,MIN,DET,Target Field,10,8.0,7.5,72.0,56.0,0.0
2023-06-18,MIL,PIT,American Family Field,7,8.417,8.583,73.0,61.5,-8.0
2023-06-18,ATH,PHI,Oakland Coliseum,5,7.167,7.583,68.0,56.8,15.0
2023-06-18,LAD,SF,Dodger Stadium,10,8.5,8.333,73.0,61.2,6.0
2023-06-18,SD,TB,Petco Park,9,8.917,8.583,68.0,70.2,0.0
2023-06-19,WSH,STL,Nationals Park,14,9.083,9.583,86.0,49.6,0.0
2023-06-19,DET,KC,Comerica Park,10,9.083,9.0,82.0,26.1,0.0
2023-06-19,PIT,CHC,PNC Park,8,9.0,9.083,85.0,45.3,-5.0
2023-06-19,CIN,COL,Great American Ball Park,9,9.75,10.5,71.0,100.0,0.0
2023-06-19,MIN,BOS,Target Field,12,8.167,7.5,89.0,37.8,0.0
2023-06-19,CHW,TEX,Guaranteed Rate Field,7,9.5,9.417,77.0,40.2,0.0
2023-06-19,MIL,ARI,American Family Field,10,8.083,7.917,79.0,54.5,0.0
2023-06-19,SF,SD,Oracle Park,11,8.417,8.083,61.0,57.7,21.0
2023-06-20,DET,KC,Comerica Park,1,8.583,8.5,84.0,47.5,0.0
2023-06-20,PHI,ATL,Citizens Bank Park,6,8.5,8.5,75.0,62.1,0.0
2023-06-20,PIT,CHC,PNC Park,4,8.0,8.0,77.0,55.3,-9.0
2023-06-20,WSH,STL,Nationals Park,12,9.167,8.25,75.0,64.3,-10.0
2023-06-20,NYY,SEA,Yankee Stadium,4,7.5,7.0,72.0,45.8,0.0
2023-06-20,CIN,COL,Great American Ball Park,14,9.667,9.917,70.0,86.5,0.0
2023-06-20,CLE,ATH,Progressive Field,5,8.667,9.0,80.0,47.2,0.0
2023-06-20,MIN,BOS,Target Field,14,8.5,8.5,89.0,28.3,-12.0
2023-06-20,CHW,TEX,Guaranteed Rate Field,13,8.083,8.417,72.0,43.1,0.0
2023-06-20,MIL,ARI,American Family Field,12,9.083,9.167,74.0,58.6,0.0
2023-06-20,SF,SD,Oracle Park,7,8.5,8.5,61.0,62.2,20.0
2023-06-20,LAA,LAD,Angel Stadium,2,8.417,8.5,72.0,58.9,7.0
2023-06-21,CIN,COL,Great American Ball Park,8,9.0,9.833,75.0,56.0,0.0
2023-06-21,PIT,CHC,PNC Park,11,8.5,8.583,77.0,46.6,0.0
2023-06-21,DET,KC,Comerica Park,13,8.583,8.5,82.0,49.5,-7.0
2023-06-21,MIL,ARI,American Family Field,6,8.167,8.667,78.0,59.8,0.0
2023-06-21,WSH,STL,Nationals Park,3,9.0,8.917,64.0,87.2,-16.0
2023-06-21,NYY,SEA,Yankee Stadium,6,7.5,7.083,69.0,58.6,-14.0
2023-06-21,CLE,ATH,Progressive Field,13,8.333,8.167,76.0,55.7,-12.0
2023-06-21,MIN,BOS,Target Field,9,8.333,8.5,90.0,32.9,5.0
2023-06-21,CHW,TEX,Guaranteed Rate Field,9,9.25,9.5,74.0,55.8,0.0
2023-06-21,LAA,LAD,Angel Stadium,2,8.833,8.75,76.0,54.7,8.0
2023-06-21,SF,SD,Oracle Park,6,8.167,7.583,59.0,72.0,0.0
2023-06-22,WSH,ARI,Nationals Park,8,8.917,9.083,65.0,90.1,-7.0
2023-06-22,PHI,ATL,Citizens Bank Park,6,9.083,8.0,65.0,75.7,-13.0
2023-06-22,CLE,ATH,Progressive Field,7,8.0,7.583,71.0,61.2,0.0
2023-06-22,MIN,BOS,Target Field,6,9.0,9.0,86.0,33.7,7.0
2023-06-22,SF,SD,Oracle Park,10,8.167,8.333,61.0,52.4,11.0
2023-06-22,NYY,SEA,Yankee Stadium,12,8.25,7.5,69.0,75.7,0.0
2023-06-23,DET,MIN,Comerica Park,5,8.417,8.583,68.0,89.9,0.0
2023-06-23,CIN,ATL,Great American Ball Park,21,10.833,11.5,77.0,76.4,6.0
2023-06-23,BAL,SEA,Oriole Park at Camden Yards,14,8.25,8.5,73.0,93.8,1.0
2023-06-23,PHI,NYM,Citizens Bank Park,6,9.167,9.5,72.0,100.0,0.0
2023-06-23,NYY,TEX,Yankee Stadium,6,8.5,8.5,69.0,81.4,0.0
2023-06-23,CLE,MIL,Progressive Field,8,8.083,7.667,68.0,78.5,-5.0
2023-06-23,CHW,BOS,Guaranteed Rate Field,4,8.583,8.167,75.0,44.9,0.0
2023-06-23,COL,LAA,Coors Field,11,11.583,11.833,82.0,64.2,-9.0
2023-06-23,SD,WSH,Petco Park,16,8.083,8.25,66.0,65.2,0.0
2023-06-23,LAD,HOU,Dodger Stadium,5,9.0,8.583,68.0,54.0,0.0
2023-06-23,SF,ARI,Oracle Park,13,8.0,7.583,60.0,72.1,15.0
2023-06-24,BAL,SEA,Oriole Park at Camden Yards,10,8.5,9.167,82.0,69.2,-5.0
2023-06-24,SF,ARI,Oracle Park,13,8.417,8.0,62.0,56.3,14.0
2023-06-24,PHI,NYM,Citizens Bank Park,6,9.0,9.5,78.0,69.3,7.0
2023-06-24,NYY,TEX,Yankee Stadium,1,8.417,8.917,76.0,76.5,8.0
2023-06-24,CIN,ATL,Great American Ball Park,13,11.417,12.333,86.0,51.2,9.0
2023-06-24,CHW,BOS,Guaranteed Rate Field,9,8.5,8.5,82.0,36.4,0.0
2023-06-24,CLE,MIL,Progressive Field,6,8.417,8.25,74.0,62.0,-3.0
2023-06-24,LAD,HOU,Dodger Stadium,15,9.083,8.667,76.0,43.1,6.0
2023-06-24,DET,MIN,Comerica Park,5,8.25,7.583,84.0,58.4,0.0
2023-06-24,SD,WSH,Petco Park,2,8.583,9.083,68.0,67.7,0.0
2023-06-24,COL,LAA,Coors Field,26,12.0,12.417,86.0,47.1,0.0
2023-06-25,DET,MIN,Comerica Park,9,8.083,7.5,82.0,58.4,-15.0
2023-06-25,BAL,SEA,Oriole Park at Camden Yards,5,8.5,8.167,85.0,43.4,-6.0
2023-06-25,PHI,NYM,Citizens Bank Park,13,9.0,9.417,88.0,47.9,5.0
2023-06-25,NYY,TEX,Yankee Stadium,8,7.5,8.083,79.0,71.7,0.0
2023-06-25,TOR,ATH,Rogers Centre,13,9.5,9.0,77.0,65.3,0.0
2023-06-25,CIN,ATL,Great American Ball Park,13,11.25,11.333,79.0,76.4,0.0
2023-06-25,CLE,MIL,Progressive Field,9,8.083,8.083,86.0,49.6,10.0
2023-06-25,CHW,BOS,Guaranteed Rate Field,5,9.583,10.0,86.0,44.3,-6.0
2023-06-25,COL,LAA,Coors Field,7,12.5,12.75,73.0,44.9,-10.0
2023-06-25,SF,ARI,Oracle Park,7,8.5,8.833,59.0,62.9,13.0
2023-06-25,SD,WSH,Petco Park,11,8.5,8.25,70.0,56.8,0.0
2023-06-25,LAD,HOU,Dodger Stadium,11,8.0,8.5,74.0,43.1,9.0
2023-06-26,BAL,CIN,Oriole Park at Camden Yards,13,9.417,10.0,79.0,62.9,10.0
2023-06-26,NYM,MIL,Citi Field,3,8.25,8.667,74.0,70.9,5.0
2023-06-26,ATL,MIN,Truist Park,5,8.417,8.5,88.0,57.0,0.0
2023-06-26,LAA,CHW,Angel Stadium,3,8.417,8.417,74.0,56.8,0.0
2023-06-26,SEA,WSH,T-Mobile Park,12,7.833,7.833,73.0,54.7,0.0
2023-06-27,BAL,CIN,Oriole Park at Camden Yards,4,8.583,8.25,73.0,82.0,5.0
2023-06-27,PIT,SD,PNC Park,13,8.667,9.5,68.0,87.2,10.0
2023-06-27,TOR,SF,Rogers Centre,3,9.0,8.0,73.0,77.9,-21.0
2023-06-27,BOS,MIA,Fenway Park,11,9.083,9.5,76.0,73.4,4.0
2023-06-27,NYM,MIL,Citi Field,9,8.917,9.083,76.0,78.4,9.0
2023-06-27,ATL,MIN,Truist Park,8,9.0,8.917,86.0,42.8,0.0
2023-06-27,STL,HOU,Busch Stadium,6,8.083,7.167,87.0,40.0,-6.0
2023-06-27,CHC,PHI,Wrigley Field,6,8.5,8.167,66.0,56.6,-8.0
2023-06-27,KC,CLE,Kauffman Stadium,3,9.25,9.0,87.0,48.6,0.0
2023-06-27,COL,LAD,Coors Field,5,11.75,11.083,90.0,28.7,0.0
2023-06-27,LAA,CHW,Angel Stadium,6,8.167,8.333,73.0,65.4,7.0
2023-06-27,SEA,WSH,T-Mobile Park,11,8.167,8.25,73.0,53.1,-5.0
2023-06-27,ATH,NYY,Oakland Coliseum,3,7.917,7.667,58.0,78.0,0.0
2023-06-28,ATL,MIN,Truist Park,3,10.0,10.083,85.0,49.6,6.0
2023-06-28,SEA,WSH,T-Mobile Park,5,8.0,8.417,72.0,55.1,0.0
2023-06-28,BAL,CIN,Oriole Park at Camden Yards,18,9.167,9.5,79.0,55.7,5.0
2023-06-28,PIT,SD,PNC Park,8,8.333,8.167,73.0,61.0,6.0
2023-06-28,BOS,MIA,Fenway Park,8,9.417,9.0,77.0,73.6,3.0
2023-06-28,NYM,MIL,Citi Field,7,8.583,8.5,78.0,55.7,6.0
2023-06-28,STL,HOU,Busch Stadium,17,9.0,8.917,91.0,45.3,-11.0
2023-06-28,CHC,PHI,Wrigley Field,13,7.917,8.5,74.0,49.9,0.0
2023-06-28,KC,CLE,Kauffman Stadium,15,8.917,9.0,96.0,61.5,0.0
2023-06-28,COL,LAD,Coors Field,17,12.417,12.0,84.0,43.6,-9.0
2023-06-28,LAA,CHW,Angel Stadium,16,8.833,8.917,71.0,67.7,0.0
2023-06-28,ATH,NYY,Oakland Coliseum,11,7.833,7.167,59.0,78.0,14.0
2023-06-29,PIT,SD,PNC Park,9,8.75,8.667,78.0,53.6,-3.0
2023-06-29,KC,CLE,Kauffman Stadium,7,8.833,9.0,87.0,53.0,0.0
2023-06-29,ATH,NYY,Oakland Coliseum,14,8.333,8.083,69.0,58.9,6.0
2023-06-29,LAA,CHW,Angel Stadium,16,9.0,9.083,75.0,56.9,8.0
2023-06-29,BOS,MIA,Fenway Park,2,9.417,8.5,77.0,56.0,9.0
2023-06-29,TOR,SF,Rogers Centre,3,9.0,9.25,74.0,44.0,0.0
2023-06-29,NYM,MIL,Citi Field,5,8.417,8.5,77.0,64.3,8.0
2023-06-29,STL,HOU,Busch Stadium,14,9.167,10.0,85.0,62.9,-10.0
2023-06-29,CHC,PHI,Wrigley Field,4,9.167,9.667,76.0,79.1,4.0
2023-06-29,COL,LAD,Coors Field,17,12.5,11.833,68.0,83.2,4.0
2023-06-30,CHC,CLE,Wrigley Field,11,8.583,8.5,86.0,48.2,0.0
2023-06-30,CIN,SD,Great American Ball Park,12,10.833,10.5,89.0,69.8,0.0
2023-06-30,PHI,WSH,Citizens Bank Park,3,9.0,9.75,85.0,50.7,3.0
2023-06-30,BAL,MIN,Oriole Park at Camden Yards,9,8.583,8.5,73.0,87.6,5.0
2023-06-30,PIT,MIL,PNC Park,15,8.5,8.5,83.0,66.3,8.0
2023-06-30,NYM,SF,Citi Field,9,8.917,8.833,77.0,51.7,8.0
2023-06-30,ATL,MIA,Truist Park,20,9.5,9.833,76.0,73.9,-3.0
2023-06-30,COL,DET,Coors Field,13,11.75,11.083,66.0,56.7,0.0
2023-06-30,KC,LAD,Kauffman Stadium,12,9.667,9.583,97.0,63.0,6.0
2023-06-30,LAA,ARI,Angel Stadium,8,9.5,9.75,76.0,67.5,8.0
2023-06-30,ATH,CHW,Oakland Coliseum,11,8.917,9.0,71.0,69.9,11.0
2023-06-30,SEA,TB,T-Mobile Park,19,7.5,7.5,75.0,43.4,0.0
2023-07-01,CIN,SD,Great American Ball Park,17,11.25,11.667,79.0,97.0,0.0
2023-07-01,STL,NYY,Busch Stadium,15,9.417,9.5,90.0,52.4,9.0
2023-07-01,STL,NYY,Busch Stadium,8,9.417,9.5,76.0,84.5,5.0
2023-07-01,TOR,BOS,Rogers Centre,13,9.333,9.0,80.0,69.5,0.0
2023-07-01,BAL,MIN,Oriole Park at Camden Yards,1,8.333,8.5,81.0,65.3,6.0
2023-07-01,PHI,WSH,Citizens Bank Park,23,8.5,8.5,86.0,54.5,11.0
2023-07-01,PIT,MIL,PNC Park,19,8.0,8.0,80.0,76.5,0.0
2023-07-01,ATH,CHW,Oakland Coliseum,13,8.25,8.833,81.0,46.7,6.0
2023-07-01,NYM,SF,Citi Field,5,8.5,8.5,80.0,48.6,11.0
2023-07-01,ATL,MIA,Truist Park,7,9.167,9.083,95.0,47.3,0.0
2023-07-01,CHC,CLE,Wrigley Field,6,7.5,7.75,73.0,85.0,-2.0
2023-07-01,KC,LAD,Kauffman Stadium,10,9.917,9.083,75.0,86.6,0.0
2023-07-01,SEA,TB,T-Mobile Park,11,7.333,7.083,76.0,31.0,2.0
2023-07-01,COL,DET,Coors Field,6,12.167,11.5,79.0,45.8,4.0
2023-07-01,LAA,ARI,Angel Stadium,4,9.667,9.917,69.0,81.3,11.0
2023-07-02,BAL,MIN,Oriole Park at Camden Yards,3,8.667,8.833,84.0,61.2,2.0
2023-07-02,PHI,WSH,Citizens Bank Park,9,9.0,8.833,87.0,59.1,7.0
2023-07-02,ATL,MIA,Truist Park,9,8.333,8.583,89.0,59.3,0.0
2023-07-02,PIT,MIL,PNC Park,9,8.917,8.667,73.0,90.6,0.0
2023-07-02,CIN,SD,Great American Ball Park,7,11.0,10.75,82.0,77.1,0.0
2023-07-02,KC,LAD,Kauffman Stadium,10,9.167,9.25,82.0,54.6,0.0
2023-07-02,STL,NYY,Busch Stadium,6,8.083,7.5,83.0,52.7,11.0
2023-07-02,COL,DET,Coors Field,23,11.583,11.5,86.0,31.9,0.0
2023-07-02,LAA,ARI,Angel Stadium,7,8.417,8.5,80.0,59.8,6.0
2023-07-02,ATH,CHW,Oakland Coliseum,15,8.25,8.75,79.0,48.1,14.0
2023-07-02,SEA,TB,T-Mobile Park,13,7.5,7.5,71.0,39.9,-4.0
2023-07-02,CHC,CLE,Wrigley Field,14,8.333,7.583,65.0,96.3,-13.0
2023-07-02,NYM,SF,Citi Field,12,9.0,8.833,75.0,79.0,3.0
2023-07-03,MIL,CHC,American Family Field,14,8.917,8.917,83.0,47.5,0.0
2023-07-03,WSH,CIN,Nationals Park,5,10.167,10.5,86.0,76.7,5.0
2023-07-03,NYY,BAL,Yankee Stadium,9,8.5,8.5,84.0,59.2,7.0
2023-07-03,CLE,ATL,Progressive Field,6,9.083,8.917,78.0,66.4,-2.0
2023-07-03,MIN,KC,Target Field,12,8.583,8.5,92.0,54.5,10.0
2023-07-03,SD,LAA,Petco Park,13,7.917,8.417,68.0,81.2,0.0
2023-07-03,SF,SEA,Oracle Park,11,7.333,6.917,60.0,63.1,0.0
2023-07-03,LAD,PIT,Dodger Stadium,7,8.5,8.5,70.0,59.1,0.0
2023-07-04,WSH,CIN,Nationals Park,12,9.583,9.917,83.0,55.3,0.0
2023-07-04,NYY,BAL,Yankee Stadium,12,8.833,9.0,75.0,69.7,0.0
2023-07-04,BOS,TEX,Fenway Park,8,9.5,10.5,73.0,89.9,-2.0
2023-07-04,MIN,KC,Target Field,12,8.417,9.0,79.0,76.4,9.0
2023-07-04,MIL,CHC,American Family Field,13,9.0,9.5,86.0,55.0,0.0
2023-07-04,SF,SEA,Oracle Park,6,8.0,8.25,69.0,55.0,11.0
2023-07-04,DET,ATH,Comerica Park,1,8.25,7.917,86.0,58.3,10.0
2023-07-04,SD,LAA,Petco Park,13,7.5,7.5,71.0,68.1,0.0
2023-07-04,CLE,ATL,Progressive Field,11,9.0,9.0,82.0,44.5,0.0
2023-07-04,CHW,TOR,Guaranteed Rate Field,7,9.0,8.167,84.0,47.9,-3.0
2023-07-04,LAD,PIT,Dodger Stadium,16,9.083,9.5,73.0,49.8,0.0
2023-07-05,DET,ATH,Comerica Park,15,8.5,8.5,89.0,52.0,0.0
2023-07-05,WSH,CIN,Nationals Park,11,9.5,9.5,86.0,61.2,1.0
2023-07-05,NYY,BAL,Yankee Stadium,9,9.5,9.0,86.0,53.2,0.0
2023-07-05,BOS,TEX,Fenway Park,6,9.583,9.5,80.0,75.9,0.0
2023-07-05,CLE,ATL,Progressive Field,9,9.583,10.5,84.0,47.9,-1.0
2023-07-05,MIN,KC,Target Field,5,8.333,8.083,75.0,39.4,0.0
2023-07-05,SD,LAA,Petco Park,8,8.5,8.083,68.0,70.5,0.0
2023-07-05,SF,SEA,Oracle Park,2,7.917,8.5,62.0,65.6,0.0
2023-07-05,LAD,PIT,Dodger Stadium,10,9.0,9.0,69.0,52.8,7.0
2023-07-06,WSH,CIN,Nationals Park,9,9.417,9.667,88.0,69.3,4.0
2023-07-06,DET,ATH,Comerica Park,9,8.583,8.917,80.0,78.6,8.0
2023-07-06,MIL,CHC,American Family Field,11,8.0,7.75,76.0,68.8,0.0
2023-07-06,CHW,TOR,Guaranteed Rate Field,8,8.917,9.083,73.0,64.1,0.0
2023-07-06,CHW,TOR,Guaranteed Rate Field,9,8.917,9.083,71.0,64.1,0.0
2023-07-06,NYY,BAL,Yankee Stadium,15,8.917,8.5,85.0,67.2,0.0
2023-07-06,CLE,KC,Progressive Field,7,9.0,9.083,77.0,85.0,0.0
2023-07-06,BOS,TEX,Fenway Park,16,10.0,9.5,88.0,63.2,3.0
2023-07-06,LAD,PIT,Dodger Stadium,7,8.583,8.333,69.0,60.9,0.0
2023-07-07,DET,TOR,Comerica Park,14,9.0,9.0,79.0,41.7,-8.0
2023-07-07,WSH,TEX,Nationals Park,9,10.0,10.0,85.0,72.1,3.0
2023-07-07,NYY,CHC,Yankee Stadium,3,8.5,8.0,80.0,74.1,-8.0
2023-07-07,CLE,KC,Progressive Field,3,8.5,8.5,75.0,55.5,-2.0
2023-07-07,BOS,ATH,Fenway Park,10,10.5,10.25,82.0,71.7,9.0
2023-07-07,MIN,BAL,Target Field,4,8.5,8.5,73.0,53.0,5.0
2023-07-07,CHW,STL,Guaranteed Rate Field,15,8.583,8.0,72.0,64.0,-9.0
2023-07-07,SD,NYM,Petco Park,12,7.833,7.917,67.0,69.9,0.0
2023-07-07,LAD,LAA,Dodger Stadium,15,9.0,9.0,69.0,58.6,7.0
2023-07-07,SF,COL,Oracle Park,7,8.083,8.417,60.0,75.0,18.0
2023-07-08,NYY,CHC,Yankee Stadium,9,8.0,8.5,83.0,63.4,0.0
