date,home,away,venue,total_runs,opening_total,closing_total,temp,relh,eff_wind
2023-03-30,WSH,ATL,Nationals Park,9,7.833,7.5,45.0,29.0,8.0
2023-03-30,NYY,SF,Yankee Stadium,5,7.417,6.5,39.0,27.6,0.0
2023-03-30,BOS,BAL,Fenway Park,19,9.167,8.5,38.0,19.1,0.0
2023-03-30,CHC,MIL,Wrigley Field,4,7.5,6.583,42.0,31.3,0.0
2023-03-30,TEX,PHI,Globe Life Field,18,6.5,6.5,69.0,78.3,0.0
2023-03-30,CIN,PIT,Great American Ball Park,9,8.417,8.25,61.0,37.4,-6.0
2023-03-30,STL,TOR,Busch Stadium,19,7.583,7.5,70.0,29.6,16.0
2023-03-30,KC,MIN,Kauffman Stadium,2,8.583,9.0,67.0,54.5,0.0
2023-03-30,SD,COL,Petco Park,9,7.5,7.083,56.0,74.7,0.0
2023-03-30,ATH,LAA,Oakland Coliseum,3,6.917,7.083,52.0,63.2,10.0
2023-03-30,LAD,ARI,Dodger Stadium,10,7.333,7.167,54.0,71.1,4.0
2023-03-30,SEA,CLE,T-Mobile Park,3,6.5,6.5,54.0,55.9,11.0
2023-03-31,MIA,NYM,loanDepot park,3,7.667,7.917,80.0,59.8,-13.0
2023-03-31,SD,COL,Petco Park,5,8.5,7.75,58.0,71.9,0.0
2023-03-31,LAD,ARI,Dodger Stadium,3,8.083,7.5,56.0,59.4,0.0
2023-04-01,STL,TOR,Busch Stadium,5,7.583,7.833,46.0,49.5,23.0
2023-04-01,CHC,MIL,Wrigley Field,4,6.75,6.583,39.0,69.7,-23.0
2023-04-01,TEX,PHI,Globe Life Field,19,7.417,7.667,71.0,21.6,-8.0
2023-04-01,WSH,ATL,Nationals Park,8,8.25,9.0,73.0,53.4,18.0
2023-04-01,NYY,SF,Yankee Stadium,12,8.417,8.5,68.0,37.8,16.0
2023-04-01,ATH,LAA,Oakland Coliseum,14,8.083,7.5,58.0,55.4,7.0
2023-04-01,BOS,BAL,Fenway Park,17,9.083,9.5,56.0,77.5,0.0
2023-04-01,CIN,PIT,Great American Ball Park,8,8.5,8.5,45.0,67.2,0.0
2023-04-01,KC,MIN,Kauffman Stadium,2,8.5,8.0,55.0,23.3,0.0
2023-04-01,SD,COL,Petco Park,12,8.583,8.167,60.0,64.5,0.0
2023-04-01,LAD,ARI,Dodger Stadium,11,8.083,7.75,64.0,35.2,7.0
2023-04-01,SEA,CLE,T-Mobile Park,2,7.417,7.0,47.0,59.5,11.0
2023-04-02,BOS,BAL,Fenway Park,14,9.083,9.0,43.0,24.9,8.0
2023-04-02,WSH,ATL,Nationals Park,5,8.833,8.5,54.0,33.8,10.0
2023-04-02,NYY,SF,Yankee Stadium,6,8.333,8.25,47.0,18.7,0.0
2023-04-02,CIN,PIT,Great American Ball Park,4,8.917,8.917,49.0,70.4,0.0
2023-04-02,KC,MIN,Kauffman Stadium,11,8.25,9.0,72.0,27.9,0.0
2023-04-02,STL,TOR,Busch Stadium,13,8.0,7.667,63.0,33.2,-13.0
2023-04-02,CHC,MIL,Wrigley Field,14,8.833,9.0,47.0,51.8,7.0
2023-04-02,ATH,LAA,Oakland Coliseum,6,8.0,7.583,56.0,57.4,14.0
2023-04-02,LAD,ARI,Dodger Stadium,3,8.75,8.583,68.0,48.4,5.0
2023-04-02,SD,COL,Petco Park,4,8.083,8.0,62.0,61.9,0.0
2023-04-02,SEA,CLE,T-Mobile Park,11,7.917,8.0,44.0,65.0,4.0
2023-04-03,CHW,SF,Guaranteed Rate Field,15,8.333,7.917,57.0,39.0,-9.0
2023-04-03,CIN,CHC,Great American Ball Park,13,8.417,9.0,71.0,49.0,0.0
2023-04-03,MIA,MIN,loanDepot park,12,7.667,7.917,83.0,67.1,11.0
2023-04-03,WSH,TB,Nationals Park,8,7.917,8.0,70.0,56.0,0.0
2023-04-03,NYY,PHI,Yankee Stadium,9,7.917,7.5,53.0,58.4,17.0
2023-04-03,BOS,PIT,Fenway Park,13,9.5,9.5,50.0,44.1,6.0
2023-04-03,KC,TOR,Kauffman Stadium,14,8.417,8.0,73.0,56.6,0.0
2023-04-03,STL,ATL,Busch Stadium,12,8.083,8.167,77.0,49.8,0.0
2023-04-03,HOU,DET,Minute Maid Park,13,8.417,8.083,73.0,71.1,0.0
2023-04-03,ATH,CLE,Oakland Coliseum,23,7.5,7.583,54.0,58.4,0.0
2023-04-03,SD,ARI,Petco Park,9,8.333,8.167,56.0,52.7,16.0
2023-04-03,SEA,LAA,T-Mobile Park,10,7.25,7.167,45.0,57.5,0.0
2023-04-03,LAD,COL,Dodger Stadium,17,8.75,8.5,57.0,22.8,0.0
2023-04-04,SD,ARI,Petco Park,14,7.167,7.0,57.0,33.0,0.0
2023-04-04,CIN,CHC,Great American Ball Park,17,9.083,9.25,76.0,66.3,0.0
2023-04-04,MIA,MIN,loanDepot park,1,7.0,6.917,83.0,62.6,-10.0
2023-04-04,WSH,TB,Nationals Park,16,8.667,9.0,80.0,56.8,0.0
2023-04-04,NYY,PHI,Yankee Stadium,5,8.5,8.5,65.0,72.4,0.0
2023-04-04,BOS,PIT,Fenway Park,5,9.083,8.917,50.0,89.2,-4.0
2023-04-04,KC,TOR,Kauffman Stadium,5,9.5,10.167,80.0,57.8,0.0
2023-04-04,STL,ATL,Busch Stadium,5,8.5,9.583,82.0,47.6,18.0
2023-04-04,ATH,CLE,Oakland Coliseum,7,7.083,6.833,54.0,61.1,0.0
2023-04-04,SEA,LAA,T-Mobile Park,13,7.5,7.25,50.0,37.5,2.0
2023-04-04,LAD,COL,Dodger Stadium,7,7.667,7.5,58.0,43.0,0.0
2023-04-05,WSH,TB,Nationals Park,9,8.083,8.5,83.0,49.5,11.0
2023-04-05,NYY,PHI,Yankee Stadium,6,6.917,6.5,48.0,82.7,0.0
2023-04-05,MIA,MIN,loanDepot park,7,7.25,7.0,84.0,56.5,-14.0
2023-04-05,STL,ATL,Busch Stadium,7,8.833,8.917,60.0,79.5,10.0
2023-04-05,BOS,PIT,Fenway Park,5,9.083,8.5,41.0,70.1,5.0
2023-04-05,CHW,SF,Guaranteed Rate Field,10,7.417,7.5,67.0,77.4,23.0
2023-04-05,ATH,CLE,Oakland Coliseum,10,8.25,8.0,57.0,61.3,7.0
2023-04-05,SEA,LAA,T-Mobile Park,7,7.167,7.167,48.0,47.6,2.0
2023-04-05,KC,TOR,Kauffman Stadium,3,8.75,8.5,52.0,31.6,0.0
2023-04-06,DET,BOS,Comerica Park,9,8.25,7.917,47.0,42.3,14.0
2023-04-06,KC,TOR,Kauffman Stadium,9,8.75,8.333,51.0,31.1,0.0
2023-04-06,CHW,SF,Guaranteed Rate Field,22,7.917,8.25,46.0,35.8,10.0
2023-04-06,COL,WSH,Coors Field,1,10.5,11.0,51.0,14.1,5.0
2023-04-06,ATL,SD,Truist Park,13,7.75,8.5,81.0,75.9,0.0
2023-04-06,ARI,LAD,Chase Field,7,8.583,8.667,75.0,13.3,0.0
2023-04-07,NYM,MIA,Citi Field,12,7.917,7.833,56.0,24.1,0.0
2023-04-07,CHC,TEX,Wrigley Field,2,7.583,6.5,43.0,44.1,-11.0
2023-04-07,PHI,CIN,Citizens Bank Park,7,7.5,7.333,57.0,23.1,0.0
2023-04-07,BAL,NYY,Oriole Park at Camden Yards,13,8.667,8.5,55.0,35.2,6.0
2023-04-07,CLE,SEA,Progressive Field,8,7.333,7.5,41.0,37.8,-9.0
2023-04-07,MIN,HOU,Target Field,5,7.833,7.5,47.0,37.5,0.0
2023-04-07,PIT,CHW,PNC Park,22,8.333,8.5,53.0,32.5,7.0
2023-04-07,SF,KC,Oracle Park,4,8.083,8.0,57.0,77.7,0.0
2023-04-07,ATL,SD,Truist Park,9,9.333,9.5,66.0,66.8,0.0
2023-04-07,COL,WSH,Coors Field,15,11.167,11.333,64.0,14.1,-5.0
2023-04-07,LAA,TOR,Angel Stadium,7,8.75,9.167,64.0,59.7,6.0
2023-04-07,ARI,LAD,Chase Field,9,8.583,9.0,77.0,10.1,0.0
2023-04-08,MIN,HOU,Target Field,15,7.5,7.5,56.0,37.3,0.0
2023-04-08,SF,KC,Oracle Park,11,8.25,7.917,59.0,69.9,0.0
2023-04-08,CHC,TEX,Wrigley Field,13,7.583,7.25,57.0,27.4,10.0
2023-04-08,PHI,CIN,Citizens Bank Park,5,8.167,7.833,53.0,26.7,0.0
2023-04-08,DET,BOS,Comerica Park,19,8.417,8.333,50.0,37.6,-6.0
2023-04-08,NYM,MIA,Citi Field,7,7.833,7.5,52.0,21.4,-2.0
2023-04-08,CLE,SEA,Progressive Field,5,8.5,8.5,45.0,50.7,-5.0
2023-04-08,PIT,CHW,PNC Park,16,8.583,8.5,51.0,21.9,-4.0
2023-04-08,BAL,NYY,Oriole Park at Camden Yards,5,8.167,8.417,51.0,37.1,-7.0
2023-04-08,ATL,SD,Truist Park,5,9.083,9.0,44.0,88.7,0.0
2023-04-08,ARI,LAD,Chase Field,20,9.083,9.5,81.0,8.8,4.0
2023-04-08,COL,WSH,Coors Field,13,10.667,11.0,65.0,22.7,-9.0
2023-04-08,LAA,TOR,Angel Stadium,14,9.0,9.25,63.0,72.2,8.0
2023-04-09,PHI,CIN,Citizens Bank Park,10,8.417,8.5,58.0,26.6,-5.0
2023-04-09,DET,BOS,Comerica Park,5,8.5,8.5,55.0,31.5,-7.0
2023-04-09,PIT,CHW,PNC Park,1,8.5,8.833,56.0,25.1,-8.0
2023-04-09,BAL,NYY,Oriole Park at Camden Yards,8,7.917,7.5,55.0,25.8,0.0
2023-04-09,CLE,SEA,Progressive Field,13,8.0,7.917,52.0,29.0,-7.0
2023-04-09,NYM,MIA,Citi Field,9,7.917,8.167,49.0,24.8,-6.0
2023-04-09,MIN,HOU,Target Field,6,7.917,8.0,62.0,25.7,14.0
2023-04-09,MIL,STL,American Family Field,7,8.917,8.333,63.0,19.6,0.0
2023-04-09,CHC,TEX,Wrigley Field,10,8.083,8.0,63.0,18.8,6.0
2023-04-09,COL,WSH,Coors Field,13,11.5,11.583,63.0,18.8,0.0
2023-04-09,SF,KC,Oracle Park,4,8.5,8.5,65.0,62.9,7.0
2023-04-09,LAA,TOR,Angel Stadium,23,9.583,9.75,72.0,60.6,5.0
2023-04-09,ARI,LAD,Chase Field,17,9.667,9.583,86.0,9.9,0.0
2023-04-09,ATL,SD,Truist Park,12,9.083,8.583,63.0,33.0,0.0
2023-04-10,MIN,CHW,Target Field,7,7.5,6.0,66.0,28.5,7.0
2023-04-10,CLE,NYY,Progressive Field,5,7.5,7.5,56.0,25.9,-2.0
2023-04-10,BAL,ATH,Oriole Park at Camden Yards,6,8.167,8.167,64.0,28.4,6.0
2023-04-10,PIT,HOU,PNC Park,10,7.667,8.0,69.0,15.1,3.0
2023-04-10,PHI,MIA,Citizens Bank Park,18,7.5,8.0,64.0,25.2,9.0
2023-04-10,NYM,SD,Citi Field,5,7.333,7.5,55.0,43.3,9.0
2023-04-10,ATL,CIN,Truist Park,9,9.0,8.583,65.0,29.5,0.0
2023-04-10,CHC,SEA,Wrigley Field,5,8.0,8.833,67.0,19.9,8.0
2023-04-10,TEX,KC,Globe Life Field,13,8.583,8.5,73.0,56.6,-9.0
2023-04-10,COL,STL,Coors Field,11,11.0,11.5,75.0,14.8,-6.0
2023-04-10,LAA,WSH,Angel Stadium,10,9.417,9.833,66.0,84.0,6.0
2023-04-10,ARI,MIL,Chase Field,3,8.5,8.917,94.0,6.3,2.0
2023-04-10,SF,LAD,Oracle Park,10,7.5,7.417,55.0,83.3,12.0
2023-04-11,CLE,NYY,Progressive Field,13,7.75,8.417,59.0,20.0,5.0
2023-04-11,BAL,ATH,Oriole Park at Camden Yards,20,8.167,8.5,76.0,17.5,5.0
2023-04-11,PIT,HOU,PNC Park,11,8.083,8.083,72.0,19.9,13.0
2023-04-11,PHI,MIA,Citizens Bank Park,12,7.583,7.583,70.0,29.6,0.0
2023-04-11,NYM,SD,Citi Field,6,8.583,9.0,69.0,15.5,8.0
2023-04-11,ATL,CIN,Truist Park,13,8.833,9.0,71.0,30.4,0.0
2023-04-11,CHC,SEA,Wrigley Field,23,9.5,11.167,76.0,30.9,13.0
2023-04-11,MIN,CHW,Target Field,7,7.75,7.5,78.0,19.7,0.0
2023-04-11,TEX,KC,Globe Life Field,13,8.0,8.0,73.0,46.8,-10.0
2023-04-11,COL,STL,Coors Field,15,11.5,12.083,82.0,11.7,-8.0
2023-04-11,LAA,WSH,Angel Stadium,2,8.417,8.5,63.0,80.8,0.0
2023-04-11,ARI,MIL,Chase Field,8,8.333,8.5,93.0,8.8,0.0
2023-04-11,SF,LAD,Oracle Park,5,7.917,8.417,56.0,66.2,0.0
2023-04-12,PIT,HOU,PNC Park,7,9.0,9.5,77.0,31.9,13.0
2023-04-12,NYM,SD,Citi Field,7,8.5,9.0,77.0,20.2,0.0
2023-04-12,MIN,CHW,Target Field,4,8.083,8.5,76.0,33.6,14.0
2023-04-12,CLE,NYY,Progressive Field,7,9.083,9.5,70.0,24.6,-3.0
2023-04-12,CHC,SEA,Wrigley Field,7,10.333,11.0,77.0,27.8,19.0
2023-04-12,COL,STL,Coors Field,11,12.25,13.0,85.0,9.6,10.0
2023-04-12,PHI,MIA,Citizens Bank Park,5,7.833,8.5,84.0,26.3,15.0
2023-04-12,LAA,WSH,Angel Stadium,5,9.5,9.0,65.0,69.9,7.0
2023-04-12,BAL,ATH,Oriole Park at Camden Yards,12,8.5,9.0,84.0,25.2,14.0
2023-04-12,TOR,DET,Rogers Centre,7,8.583,8.833,61.0,33.9,16.0
2023-04-12,ATL,CIN,Truist Park,9,7.833,7.833,75.0,23.4,0.0
2023-04-12,TEX,KC,Globe Life Field,11,8.583,8.833,75.0,45.8,0.0
2023-04-12,SF,LAD,Oracle Park,15,7.75,7.5,55.0,63.4,19.0
2023-04-13,BAL,ATH,Oriole Park at Camden Yards,15,9.833,10.0,84.0,23.1,6.0
2023-04-13,CIN,PHI,Great American Ball Park,8,8.5,9.0,82.0,34.6,-5.0
2023-04-13,NYY,MIN,Yankee Stadium,13,8.333,8.917,86.0,19.7,12.0
2023-04-13,TOR,DET,Rogers Centre,4,9.0,9.5,59.0,28.1,5.0
2023-04-13,STL,PIT,Busch Stadium,5,8.167,8.5,79.0,19.3,10.0
2023-04-13,SD,MIL,Petco Park,7,8.583,9.0,55.0,69.3,0.0
2023-04-14,DET,SF,Comerica Park,12,8.833,8.75,80.0,20.2,-9.0
2023-04-14,CIN,PHI,Great American Ball Park,11,9.5,10.0,81.0,61.2,-6.0
2023-04-14,WSH,CLE,Nationals Park,7,9.0,9.5,73.0,83.8,7.0
2023-04-14,NYY,MIN,Yankee Stadium,7,7.917,8.5,78.0,44.3,14.0
2023-04-14,TOR,TB,Rogers Centre,9,9.0,8.917,59.0,31.3,11.0
2023-04-14,BOS,LAA,Fenway Park,8,9.5,9.0,58.0,79.4,4.0
2023-04-14,CHW,BAL,Guaranteed Rate Field,9,8.833,9.0,72.0,29.3,9.0
2023-04-14,KC,ATL,Kauffman Stadium,13,8.583,10.583,77.0,44.8,0.0
2023-04-14,STL,PIT,Busch Stadium,3,8.667,9.0,78.0,40.2,0.0
2023-04-14,ATH,NYM,Oakland Coliseum,23,8.0,8.083,56.0,69.1,12.0
2023-04-14,SD,MIL,Petco Park,13,8.75,8.667,59.0,66.5,0.0
2023-04-14,LAD,CHC,Dodger Stadium,10,8.583,8.5,59.0,60.0,0.0
2023-04-14,SEA,COL,T-Mobile Park,8,8.0,8.5,56.0,42.5,0.0
2023-04-15,NYY,MIN,Yankee Stadium,7,8.333,8.333,68.0,74.6,-11.0
2023-04-15,DET,SF,Comerica Park,13,8.75,9.0,76.0,32.5,-4.0
2023-04-15,CHW,BAL,Guaranteed Rate Field,13,8.917,9.083,77.0,35.4,10.0
2023-04-15,STL,PIT,Busch Stadium,9,8.5,8.833,70.0,66.2,-10.0
2023-04-15,TOR,TB,Rogers Centre,7,9.5,9.833,63.0,37.9,0.0
2023-04-15,WSH,CLE,Nationals Park,10,9.0,9.5,72.0,83.8,7.0
2023-04-15,SD,MIL,Petco Park,13,8.083,7.5,64.0,67.3,0.0
2023-04-15,ATH,NYM,Oakland Coliseum,5,8.667,9.5,58.0,55.3,6.0
2023-04-15,BOS,LAA,Fenway Park,16,9.583,9.583,56.0,82.8,-4.0
2023-04-15,CIN,PHI,Great American Ball Park,13,9.333,9.5,79.0,50.1,0.0
2023-04-15,KC,ATL,Kauffman Stadium,12,9.0,8.5,46.0,89.5,0.0
2023-04-15,LAD,CHC,Dodger Stadium,3,9.0,8.917,64.0,53.8,6.0
2023-04-16,BOS,LAA,Fenway Park,3,9.25,9.083,54.0,82.8,0.0
2023-04-16,WSH,CLE,Nationals Park,13,8.583,9.0,79.0,52.4,2.0
2023-04-16,NYY,MIN,Yankee Stadium,2,7.0,6.833,65.0,67.6,0.0
2023-04-16,TOR,TB,Rogers Centre,9,8.75,8.5,66.0,46.2,0.0
2023-04-16,CIN,PHI,Great American Ball Park,17,9.083,9.5,57.0,85.6,17.0
2023-04-16,KC,ATL,Kauffman Stadium,9,8.75,9.167,51.0,50.0,0.0
2023-04-16,CHW,BAL,Guaranteed Rate Field,12,8.5,7.5,43.0,85.7,-8.0
2023-04-16,STL,PIT,Busch Stadium,9,8.25,8.5,47.0,57.9,17.0
2023-04-16,ATH,NYM,Oakland Coliseum,7,8.0,8.5,59.0,55.6,0.0
2023-04-16,LAD,CHC,Dodger Stadium,5,8.5,8.167,63.0,56.6,0.0
2023-04-16,SD,MIL,Petco Park,1,7.667,8.0,62.0,77.6,0.0
2023-04-17,BOS,LAA,Fenway Park,9,9.167,8.0,50.0,100.0,3.0
2023-04-17,CIN,TB,Great American Ball Park,9,9.083,9.5,52.0,39.6,12.0
2023-04-17,KC,TEX,Kauffman Stadium,4,7.917,7.5,69.0,29.6,0.0
2023-04-17,STL,ARI,Busch Stadium,9,8.417,8.5,67.0,24.8,17.0
2023-04-17,COL,PIT,Coors Field,17,11.5,11.5,72.0,15.4,-4.0
2023-04-17,ATH,CHC,Oakland Coliseum,11,8.167,7.917,56.0,66.2,15.0
2023-04-17,SD,ATL,Petco Park,2,8.417,8.5,58.0,69.1,0.0
2023-04-17,SEA,MIL,T-Mobile Park,10,7.667,7.583,48.0,63.3,9.0
2023-04-17,LAD,NYM,Dodger Stadium,14,8.5,8.5,58.0,71.8,0.0
2023-04-18,DET,CLE,Comerica Park,7,8.083,8.417,39.0,52.8,0.0
2023-04-18,DET,CLE,Comerica Park,1,8.083,8.417,46.0,52.8,17.0
2023-04-18,CHW,PHI,Guaranteed Rate Field,11,7.333,8.5,53.0,32.8,9.0
2023-04-18,CHW,PHI,Guaranteed Rate Field,3,7.333,8.5,54.0,32.8,-6.0
2023-04-18,CIN,TB,Great American Ball Park,10,9.167,9.25,66.0,33.7,11.0
2023-04-18,WSH,BAL,Nationals Park,1,9.333,8.917,69.0,20.3,12.0
2023-04-18,NYY,LAA,Yankee Stadium,7,9.083,9.5,52.0,37.6,0.0
2023-04-18,BOS,MIN,Fenway Park,9,9.0,8.5,54.0,41.1,0.0
2023-04-18,KC,TEX,Kauffman Stadium,14,8.583,9.0,80.0,40.2,0.0
2023-04-18,STL,ARI,Busch Stadium,15,8.083,8.0,71.0,39.3,-10.0
2023-04-18,COL,PIT,Coors Field,8,12.167,12.75,73.0,6.7,0.0
2023-04-18,ATH,CHC,Oakland Coliseum,4,7.667,7.667,53.0,50.4,16.0
2023-04-18,SD,ATL,Petco Park,9,7.583,7.5,60.0,72.1,0.0
2023-04-18,LAD,NYM,Dodger Stadium,5,8.167,8.25,59.0,62.0,0.0
2023-04-19,CIN,TB,Great American Ball Park,8,9.583,9.75,68.0,43.5,0.0
2023-04-19,DET,CLE,Comerica Park,5,8.5,8.0,47.0,49.8,0.0
2023-04-19,STL,ARI,Busch Stadium,19,9.75,10.333,78.0,31.6,-16.0
2023-04-19,KC,TEX,Kauffman Stadium,15,8.833,9.5,73.0,58.0,0.0
2023-04-19,CHW,PHI,Guaranteed Rate Field,7,8.583,8.5,60.0,32.2,-14.0
2023-04-19,LAD,NYM,Dodger Stadium,8,8.5,8.75,68.0,20.6,3.0
2023-04-19,COL,PIT,Coors Field,17,11.417,11.0,55.0,24.5,0.0
2023-04-19,ATH,CHC,Oakland Coliseum,14,8.0,7.333,56.0,40.6,0.0
2023-04-19,SD,ATL,Petco Park,1,9.0,8.917,64.0,48.4,0.0
2023-04-19,WSH,BAL,Nationals Park,4,8.5,8.75,74.0,33.1,2.0
2023-04-19,NYY,LAA,Yankee Stadium,5,9.167,9.167,61.0,50.7,0.0
2023-04-19,BOS,MIN,Fenway Park,14,9.0,9.0,46.0,45.8,0.0
2023-04-20,BOS,MIN,Fenway Park,16,8.917,9.0,55.0,43.0,0.0
2023-04-20,NYY,LAA,Yankee Stadium,12,8.417,8.417,63.0,40.5,7.0
2023-04-20,PIT,CIN,PNC Park,7,8.917,9.333,83.0,15.7,12.0
2023-04-20,PHI,COL,Citizens Bank Park,5,9.0,9.167,75.0,49.2,3.0
2023-04-20,CHC,LAD,Wrigley Field,8,10.417,11.25,70.0,63.4,14.0
2023-04-20,ARI,SD,Chase Field,12,9.75,10.25,82.0,11.7,0.0
2023-04-20,SF,NYM,Oracle Park,13,8.5,8.5,59.0,55.6,12.0
2023-04-21,CHC,LAD,Wrigley Field,13,9.333,9.5,53.0,42.1,9.0
2023-04-21,PIT,CIN,PNC Park,6,8.5,8.5,82.0,28.7,11.0
2023-04-21,BAL,DET,Oriole Park at Camden Yards,3,8.25,8.917,80.0,43.4,8.0
2023-04-21,PHI,COL,Citizens Bank Park,7,8.583,8.667,73.0,63.1,7.0
2023-04-21,NYY,TOR,Yankee Stadium,7,8.917,8.5,60.0,66.5,11.0
2023-04-21,ATL,HOU,Truist Park,10,8.583,8.583,75.0,49.2,0.0
2023-04-21,TEX,ATH,Globe Life Field,9,8.417,9.917,73.0,35.9,0.0
2023-04-21,MIN,WSH,Target Field,5,7.917,7.5,37.0,72.5,9.0
2023-04-21,LAA,KC,Angel Stadium,2,8.583,8.5,83.0,29.7,0.0
2023-04-21,ARI,SD,Chase Field,9,8.667,9.167,85.0,11.5,0.0
2023-04-21,SEA,STL,T-Mobile Park,7,7.833,8.0,52.0,65.8,0.0
2023-04-21,SF,NYM,Oracle Park,7,8.667,8.75,62.0,74.9,8.0
2023-04-22,NYY,TOR,Yankee Stadium,5,7.5,7.083,60.0,74.9,-16.0
2023-04-22,MIN,WSH,Target Field,14,7.667,7.25,35.0,61.0,-12.0
2023-04-22,CHC,LAD,Wrigley Field,13,8.917,8.583,41.0,75.9,14.0
2023-04-22,PHI,COL,Citizens Bank Park,7,9.333,10.5,78.0,43.4,8.0
2023-04-22,CLE,MIA,Progressive Field,7,8.25,7.667,50.0,80.0,0.0
2023-04-22,CLE,MIA,Progressive Field,5,8.25,7.667,49.0,80.0,0.0
2023-04-22,SF,NYM,Oracle Park,11,8.667,8.5,66.0,54.5,12.0
2023-04-22,PIT,CIN,PNC Park,3,8.917,9.0,56.0,73.4,9.0
2023-04-22,BAL,DET,Oriole Park at Camden Yards,6,8.5,8.0,59.0,92.4,0.0
2023-04-22,ATL,HOU,Truist Park,9,8.5,8.5,68.0,31.1,5.0
2023-04-22,ARI,SD,Chase Field,8,9.25,9.417,93.0,10.0,0.0
2023-04-22,LAA,KC,Angel Stadium,19,9.083,9.5,77.0,40.8,0.0
2023-04-22,SEA,STL,T-Mobile Park,9,7.667,7.5,59.0,71.8,-6.0
2023-04-23,PHI,COL,Citizens Bank Park,12,8.833,8.417,63.0,31.6,0.0
2023-04-23,BAL,DET,Oriole Park at Camden Yards,3,7.917,7.5,64.0,39.7,0.0
2023-04-23,PIT,CIN,PNC Park,2,8.5,7.5,47.0,52.8,12.0
2023-04-23,ATL,HOU,Truist Park,7,8.417,7.833,64.0,38.4,0.0
2023-04-23,NYY,TOR,Yankee Stadium,6,8.5,8.5,62.0,51.9,-6.0
2023-04-23,CLE,MIA,Progressive Field,11,7.583,7.5,46.0,53.4,0.0
2023-04-23,MIN,WSH,Target Field,4,8.5,8.5,40.0,40.7,10.0
2023-04-23,CHC,LAD,Wrigley Field,10,7.5,7.417,42.0,55.1,4.0
2023-04-23,LAA,KC,Angel Stadium,7,9.583,9.5,76.0,65.2,9.0
2023-04-23,SEA,STL,T-Mobile Park,10,8.333,9.0,54.0,56.5,15.0
2023-04-23,SF,NYM,Oracle Park,9,8.667,9.0,61.0,71.9,18.0
2023-04-24,CLE,COL,Progressive Field,6,8.417,8.083,44.0,45.5,11.0
2023-04-24,BAL,BOS,Oriole Park at Camden Yards,9,8.0,8.5,59.0,32.7,8.0
2023-04-24,CIN,TEX,Great American Ball Park,13,8.75,8.083,51.0,35.8,7.0
2023-04-24,ATL,MIA,Truist Park,11,8.0,7.5,65.0,29.3,0.0
2023-04-24,MIN,NYY,Target Field,7,8.0,8.083,49.0,41.5,-7.0
2023-04-24,LAA,ATH,Angel Stadium,21,9.583,10.25,67.0,75.1,8.0
2023-04-24,ARI,KC,Chase Field,9,9.583,10.083,87.0,11.9,-5.0
2023-04-24,SF,STL,Oracle Park,4,8.0,8.083,58.0,64.5,15.0
2023-04-25,CLE,COL,Progressive Field,6,8.333,8.0,45.0,65.1,0.0
2023-04-25,BAL,BOS,Oriole Park at Camden Yards,14,8.5,8.833,59.0,31.4,4.0
2023-04-25,PIT,LAD,PNC Park,15,8.167,8.0,56.0,32.1,6.0
2023-04-25,CIN,TEX,Great American Ball Park,13,9.5,9.5,60.0,35.7,0.0
2023-04-25,PHI,SEA,Citizens Bank Park,8,8.583,9.0,57.0,30.1,6.0
2023-04-25,NYM,WSH,Citi Field,5,8.5,8.417,57.0,47.1,4.0
2023-04-25,ATL,MIA,Truist Park,11,8.5,9.083,69.0,51.9,0.0
2023-04-25,CHC,SD,Wrigley Field,6,8.167,7.333,41.0,52.9,-13.0
2023-04-25,MIN,NYY,Target Field,8,7.083,6.5,50.0,35.4,-8.0
2023-04-25,LAA,ATH,Angel Stadium,8,8.75,9.25,65.0,72.4,0.0
2023-04-25,ARI,KC,Chase Field,9,9.333,9.5,86.0,22.9,15.0
2023-04-25,SF,STL,Oracle Park,9,8.833,9.333,63.0,59.6,16.0
2023-04-26,CIN,TEX,Great American Ball Park,8,8.917,8.5,58.0,66.6,0.0
2023-04-26,BAL,BOS,Oriole Park at Camden Yards,8,8.5,8.5,61.0,51.8,7.0
2023-04-26,CLE,COL,Progressive Field,5,8.0,7.5,46.0,45.7,-7.0
2023-04-26,MIN,NYY,Target Field,18,8.0,7.5,50.0,34.6,0.0
2023-04-26,PIT,LAD,PNC Park,9,8.5,8.5,61.0,39.6,-11.0
2023-04-26,PHI,SEA,Citizens Bank Park,11,8.333,8.5,54.0,82.7,-4.0
2023-04-26,NYM,WSH,Citi Field,5,8.333,8.083,54.0,71.4,9.0
2023-04-26,ATL,MIA,Truist Park,10,8.0,7.917,55.0,86.7,7.0
2023-04-26,CHC,SD,Wrigley Field,8,8.167,8.083,43.0,45.5,-10.0
2023-04-26,LAA,ATH,Angel Stadium,14,9.083,9.583,73.0,67.6,7.0
2023-04-26,SF,STL,Oracle Park,10,8.5,8.583,62.0,53.8,11.0
2023-04-27,ATL,MIA,Truist Park,9,8.583,8.5,57.0,96.1,0.0
2023-04-27,PIT,LAD,PNC Park,8,8.167,7.5,60.0,31.5,-6.0
2023-04-27,PHI,SEA,Citizens Bank Park,1,8.5,8.167,55.0,74.7,0.0
2023-04-27,CHC,SD,Wrigley Field,7,8.0,8.5,60.0,28.7,0.0
2023-04-27,SF,STL,Oracle Park,6,8.417,8.5,67.0,63.1,0.0
2023-04-27,LAA,ATH,Angel Stadium,15,7.833,8.5,74.0,65.2,8.0
