date,home,away,actual_total,opening_total
2024-09-11,MIN,LAA,10,8.58
2024-09-11,STL,CIN,3,8.5
2024-09-11,HOU,ATH,9,8.17
2024-09-11,SEA,SD,7,6.92
2024-09-11,SF,MIL,15,7.0
2024-09-11,LAD,CHC,18,9.0
2024-09-12,DET,COL,6,7.5
2024-09-12,STL,CIN,7,7.5
2024-09-12,HOU,ATH,9,8.0
2024-09-12,WAS,MIA,9,9.0
2024-09-12,CLE,TB,7,7.5
2024-09-12,NYY,BOS,3,8.67
2024-09-12,SEA,TEX,9,7.42
2024-09-12,SF,MIL,3,7.92
2024-09-13,DET,BAL,1,8.0
2024-09-13,PIT,KC,11,8.5
2024-09-13,PHI,NYM,14,8.5
2024-09-13,WAS,MIA,5,8.25
2024-09-13,NYY,BOS,9,8.5
2024-09-13,TOR,STL,7,8.0
2024-09-13,CLE,TB,4,7.5
2024-09-13,ATL,LAD,8,8.5
2024-09-13,CHW,ATH,2,7.92
2024-09-13,MIN,CIN,12,8.08
2024-09-13,COL,CHC,14,10.5
2024-09-13,LAA,HOU,8,8.58
2024-09-13,AZ,MIL,3,8.5
2024-09-13,SEA,TEX,9,7.0
2024-09-13,SF,SD,5,6.58
2024-09-14,PIT,KC,6,7.92
2024-09-14,NYY,BOS,8,8.42
2024-09-14,TOR,STL,9,8.0
2024-09-14,PHI,NYM,10,8.83
2024-09-14,WAS,MIA,5,8.5
2024-09-14,CLE,TB,7,8.5
2024-09-14,DET,BAL,6,8.0
2024-09-14,CHW,ATH,13,8.42
2024-09-14,MIN,CIN,12,8.42
2024-09-14,ATL,LAD,11,7.58
2024-09-14,AZ,MIL,23,8.5
2024-09-14,COL,CHC,11,10.92
2024-09-14,SF,SD,8,7.5
2024-09-14,LAA,HOU,8,8.58
2024-09-14,SEA,TEX,9,6.67
2024-09-15,DET,BAL,6,8.67
2024-09-15,MIN,CIN,11,8.5
2024-09-15,NYY,BOS,7,8.5
2024-09-15,WAS,MIA,7,8.5
2024-09-15,PIT,KC,7,7.92
2024-09-15,PHI,NYM,3,8.5
2024-09-15,TOR,STL,5,8.5
2024-09-15,CLE,TB,2,8.08
2024-09-15,CHW,OAK,7,8.42
2024-09-15,COL,CHC,8,11.08
2024-09-15,SF,SD,7,8.5
2024-09-15,LAA,HOU,10,9.0
2024-09-15,AZ,MIL,21,8.5
2024-09-15,SEA,TEX,7,6.92
2024-09-15,ATL,LAD,11,8.75
2024-09-16,CLE,MIN,7,7.58
2024-09-16,NYM,WAS,3,7.83
2024-09-16,ATL,LAD,9,7.5
2024-09-16,KC,DET,13,8.42
2024-09-16,CHC,ATH,11,7.83
2024-09-16,MIL,PHI,8,8.25
2024-09-16,STL,PIT,4,7.08
2024-09-16,COL,AZ,5,11.0
2024-09-16,LAA,CHW,12,8.33
2024-09-16,SD,HOU,4,7.92
2024-09-17,BAL,SF,10,7.83
2024-09-17,MIA,LAD,20,9.42
2024-09-17,CLE,MIN,5,8.5
2024-09-17,CIN,ATL,11,9.0
2024-09-17,TB,BOS,11,7.58
2024-09-17,NYM,WAS,11,7.58
2024-09-17,KC,DET,4,8.08
2024-09-17,CHC,ATH,7,8.5
2024-09-17,MIL,PHI,6,7.5
2024-09-17,STL,PIT,4,7.92
2024-09-17,TEX,TOR,21,7.92
2024-09-17,COL,AZ,10,11.42
2024-09-17,LAA,CHW,5,8.42
2024-09-17,SD,HOU,7,7.42
2024-09-17,SEA,NYY,13,7.17
2024-09-18,CHC,ATH,8,7.67
2024-09-18,COL,AZ,13,10.92
2024-09-18,LAA,CHW,7,9.0
2024-09-18,BAL,SF,8,8.33
2024-09-18,CLE,MIN,9,7.5
2024-09-18,SD,HOU,4,7.17
2024-09-18,MIA,LAD,12,8.83
2024-09-18,CIN,ATL,8,8.67
2024-09-18,TB,BOS,3,7.58
2024-09-18,NYM,WAS,10,7.33
2024-09-18,KC,DET,6,8.0
2024-09-18,MIL,PHI,3,7.58
2024-09-18,STL,PIT,15,7.83
2024-09-18,TEX,TOR,2,8.0
2024-09-18,SEA,NYY,3,7.5
2024-09-19,BAL,SF,8,7.5
2024-09-19,CLE,MIN,5,8.42
2024-09-19,CIN,ATL,18,8.17
2024-09-19,TEX,TOR,4,7.92
2024-09-19,SEA,NYY,5,7.5
2024-09-19,MIA,LAD,24,8.08
2024-09-19,TB,BOS,2,7.58
2024-09-19,NYM,PHI,16,7.92
2024-09-19,STL,PIT,5,8.0
2024-09-19,MIL,AZ,6,8.17
2024-09-19,CHC,WAS,13,8.5
2024-09-19,HOU,LAA,4,8.17
2024-09-20,CHC,WAS,4,9.0
2024-09-20,CIN,PIT,11,9.0
2024-09-20,TB,TOR,1,7.67
2024-09-20,BAL,DET,8,7.5
2024-09-20,BOS,MIN,6,9.0
2024-09-20,MIA,ATL,7,8.5
2024-09-20,NYM,PHI,14,7.42
2024-09-20,TEX,SEA,10,7.33
2024-09-20,MIL,AZ,11,7.92
2024-09-20,HOU,LAA,16,8.25
2024-09-20,KC,SF,3,8.33
2024-09-20,STL,CLE,6,8.17
2024-09-20,SD,CHW,5,7.25
2024-09-20,ATH,NYY,6,8.0
2024-09-20,LAD,COL,10,9.42
2024-09-21,CIN,PIT,8,8.83
2024-09-21,CHC,WAS,6,8.5
2024-09-21,BAL,DET,10,8.5
2024-09-21,NYM,PHI,9,7.42
2024-09-21,MIA,ATL,8,7.92
2024-09-21,TB,TOR,5,7.67
2024-09-21,KC,SF,9,8.42
2024-09-21,TEX,SEA,12,8.0
2024-09-21,HOU,LAA,14,8.08
2024-09-21,MIL,AZ,5,8.25
2024-09-21,STL,CLE,11,8.0
2024-09-21,SD,CHW,8,7.92
2024-09-21,ATH,NYY,10,7.83
2024-09-21,LAD,COL,9,8.58
2024-09-22,BOS,MIN,9,8.08
2024-09-22,CIN,PIT,2,7.92
2024-09-22,BAL,DET,7,8.5
2024-09-22,TB,TOR,7,7.83
2024-09-22,MIA,ATL,9,8.67
2024-09-22,HOU,LAA,17,8.5
2024-09-22,MIL,AZ,19,8.75
2024-09-22,KC,SF,2,7.5
2024-09-22,STL,CLE,3,7.5
2024-09-22,CHC,WAS,5,7.75
2024-09-22,TEX,SEA,11,8.0
2024-09-22,ATH,NYY,11,8.5
2024-09-22,SD,CHW,6,7.5
2024-09-22,LAD,COL,11,8.5
2024-09-22,NYM,PHI,3,6.67
2024-09-23,PHI,CHC,8,8.0
2024-09-23,TOR,BOS,5,7.83
2024-09-23,HOU,SEA,7,7.58
2024-09-23,AZ,SF,9,8.92
2024-09-24,DET,TB,3,6.83
2024-09-24,PIT,MIL,9,8.17
2024-09-24,PHI,CHC,14,8.5
2024-09-24,CLE,CIN,7,7.5
2024-09-24,WAS,KC,1,7.92
2024-09-24,NYY,BAL,8,8.5
2024-09-24,TOR,BOS,11,7.83
2024-09-24,ATL,NYM,6,8.17
2024-09-24,MIN,MIA,5,7.92
2024-09-24,CHW,LAA,5,8.17
2024-09-24,HOU,SEA,7,7.25
2024-09-24,COL,STL,10,10.75
2024-09-24,AZ,SF,11,7.92
2024-09-24,ATH,TEX,9,7.75
2024-09-24,LAD,SD,6,8.33
2024-09-25,HOU,SEA,9,7.33
2024-09-25,PHI,CHC,15,8.08
2024-09-25,DET,TB,8,7.58
2024-09-25,CLE,CIN,7,8.17
2024-09-25,PIT,MIL,3,7.5
2024-09-25,WAS,KC,3,7.58
2024-09-25,NYY,BAL,16,7.92
2024-09-25,TOR,BOS,7,8.0
2024-09-25,CHW,LAA,7,8.5
2024-09-25,MIN,MIA,11,8.17
2024-09-25,COL,STL,7,10.0
2024-09-25,ATH,TEX,6,7.5
2024-09-25,AZ,SF,10,8.5
2024-09-25,LAD,SD,7,7.58
2024-09-26,PIT,MIL,7,8.0
2024-09-26,WAS,KC,11,8.42
2024-09-26,DET,TB,7,7.67
2024-09-26,CHW,LAA,7,7.75
2024-09-26,COL,STL,18,10.5
2024-09-26,ATH,TEX,5,8.25
2024-09-26,NYY,BAL,11,7.67
2024-09-26,MIN,MIA,14,8.67
2024-09-26,LAD,SD,9,8.5
2024-09-27,CHC,CIN,1,6.5
2024-09-27,DET,CHW,5,7.33
2024-09-27,WAS,PHI,10,8.0
2024-09-27,NYY,PIT,6,8.33
2024-09-27,TOR,MIA,20,8.5
2024-09-27,CLE,HOU,7,7.83
2024-09-27,BOS,TB,3,8.17
2024-09-27,ATL,KC,3,7.67
2024-09-27,COL,LAD,15,11.5
2024-09-27,MIL,NYM,12,7.5
2024-09-27,MIN,BAL,9,8.5
2024-09-27,LAA,TEX,7,7.5
2024-09-27,AZ,SD,8,9.0
2024-09-27,SEA,ATH,2,7.5
2024-09-27,SF,STL,9,7.5
2024-09-28,NYY,PIT,13,7.5
2024-09-28,DET,CHW,4,7.5
2024-09-28,CHC,CIN,3,6.83
2024-09-28,TOR,MIA,9,8.5
2024-09-28,WAS,PHI,9,7.5
2024-09-28,SF,STL,11,6.92
2024-09-28,BOS,TB,9,8.0
2024-09-28,CLE,HOU,7,8.08
2024-09-28,MIN,BAL,11,9.0
2024-09-28,MIL,NYM,6,8.0
2024-09-28,ATL,KC,3,7.5
2024-09-28,COL,LAD,15,10.83
2024-09-28,AZ,SD,5,9.0
2024-09-28,LAA,TEX,17,8.5
2024-09-28,SEA,ATH,13,7.0
2024-09-29,WAS,PHI,9,7.75
2024-09-29,SF,STL,7,8.25
2024-09-29,NYY,PIT,10,8.42
2024-09-29,BOS,TB,4,8.5
2024-09-29,LAA,TEX,8,8.0
2024-09-29,TOR,MIA,4,7.92
2024-09-29,DET,CHW,14,7.5
2024-09-29,AZ,SD,13,8.75
2024-09-29,COL,LAD,3,11.0
2024-09-29,MIL,NYM,5,8.0
2024-09-29,SEA,ATH,10,7.42
2024-09-29,MIN,BAL,8,7.5
2024-09-29,CHC,CIN,3,7.0
2024-09-29,ATL,KC,6,8.5
2024-09-30,ATL,NYM,15,7.5
2025-03-18,CHC,LAD,5,8.5
2025-03-19,CHC,LAD,9,8.5
2025-03-27,NYY,MIL,6,8.08
2025-03-27,TOR,BAL,14,8.33
2025-03-27,TEX,BOS,7,7.33
2025-03-27,WAS,PHI,10,7.17
2025-03-27,MIA,PIT,9,6.83
2025-03-27,HOU,NYM,4,8.08
2025-03-27,CHW,LAA,9,8.33
2025-03-27,SD,ATL,11,6.92
2025-03-27,CIN,SF,10,7.58
2025-03-27,KC,CLE,11,7.33
2025-03-27,STL,MIN,8,7.17
2025-03-27,LAD,DET,9,6.5
2025-03-28,TB,COL,5,7.92
2025-03-28,TOR,BAL,10,8.5
2025-03-28,MIA,PIT,7,7.5
2025-03-28,TEX,BOS,5,8.5
2025-03-28,HOU,NYM,4,8.08
2025-03-28,SD,ATL,7,7.0
2025-03-28,AZ,CHC,9,8.25
2025-03-28,LAD,DET,13,7.08
2025-03-29,NYY,MIL,29,8.33
2025-03-29,CHW,LAA,1,8.5
2025-03-29,STL,MIN,6,7.5
2025-03-29,TOR,BAL,14,8.5
2025-03-29,WAS,PHI,17,8.5
2025-03-29,TB,COL,3,7.75
2025-03-29,CIN,SF,5,8.42
2025-03-29,KC,CLE,7,8.5
2025-03-29,MIA,PIT,9,8.5
2025-03-29,TEX,BOS,7,8.92
2025-03-29,SD,ATL,1,8.0
2025-03-29,HOU,NYM,3,8.58
2025-03-29,AZ,CHC,7,8.5
2025-03-29,LAD,DET,10,8.33
2025-03-30,WAS,PHI,6,8.5
2025-03-30,NYY,MIL,15,8.67
2025-03-30,TOR,BAL,4,8.92
2025-03-30,CIN,SF,9,8.5
2025-03-30,MIA,PIT,5,8.08
2025-03-30,TB,COL,10,8.58
2025-03-30,KC,CLE,8,7.92
2025-03-30,CHW,LAA,5,8.5
2025-03-30,STL,MIN,11,8.08
2025-03-30,TEX,BOS,5,8.5
2025-03-30,AZ,CHC,16,9.08
2025-03-30,SD,ATL,5,8.42
2025-03-31,MIL,KC,12,8.5
2025-03-31,CHW,MIN,9,8.33
2025-03-31,BAL,BOS,13,9.33
2025-03-31,PHI,COL,7,8.5
2025-03-31,CIN,TEX,17,9.0
2025-03-31,MIA,NYM,14,8.17
2025-03-31,TB,PIT,7,8.5
2025-03-31,TOR,WAS,7,8.5
2025-03-31,STL,LAA,9,8.0
2025-03-31,HOU,SF,9,8.5
2025-03-31,SEA,DET,15,7.5
2025-03-31,SD,CLE,9,8.08
2025-03-31,LAD,ATL,7,8.08
2025-04-01,CIN,TEX,1,8.83
2025-04-01,MIA,NYM,6,7.5
2025-04-01,TB,PIT,7,8.83
2025-04-01,NYY,AZ,12,8.42
2025-04-01,TOR,WAS,8,8.5
2025-04-01,MIL,KC,5,8.5
2025-04-01,CHW,MIN,11,7.5
2025-04-01,STL,LAA,16,8.5
2025-04-01,HOU,SF,4,8.08
2025-04-01,SD,CLE,7,7.5
2025-04-01,SEA,DET,5,7.0
2025-04-01,LAD,ATL,4,7.92
2025-04-02,CIN,TEX,1,8.5
2025-04-02,TB,PIT,6,7.08
2025-04-02,MIL,KC,5,7.92
2025-04-02,STL,LAA,17,7.92
2025-04-02,CHW,MIN,7,7.5
2025-04-02,TOR,WAS,6,8.08
2025-04-02,SD,CLE,7,7.5
2025-04-02,HOU,SF,9,8.0
2025-04-02,SEA,DET,5,6.83
2025-04-02,MIA,NYM,11,8.42
2025-04-02,BAL,BOS,3,8.17
2025-04-02,PHI,COL,6,7.42
2025-04-02,NYY,AZ,7,8.0
2025-04-02,LAD,ATL,11,8.17
2025-04-03,BAL,BOS,12,9.0
2025-04-03,PHI,COL,4,9.42
2025-04-03,MIN,HOU,7,7.42
2025-04-03,NYY,AZ,16,9.5
2025-04-03,MIL,CIN,1,7.92
2025-04-04,DET,CHW,11,7.17
2025-04-04,BOS,STL,22,8.92
2025-04-04,CHC,SD,4,6.58
2025-04-04,NYM,TOR,5,7.92
2025-04-04,PIT,NYY,13,7.92
2025-04-04,SF,SEA,19,7.42
2025-04-04,WAS,AZ,10,8.33
2025-04-04,PHI,LAD,5,8.08
2025-04-04,ATL,MIA,10,7.92
2025-04-04,KC,BAL,10,8.5
2025-04-04,TEX,TB,7,8.5
2025-04-04,MIL,CIN,5,8.08
2025-04-04,LAA,CLE,14,7.83
2025-04-05,DET,CHW,9,7.5
2025-04-05,MIN,HOU,7,7.5
2025-04-05,CHC,SD,8,6.83
2025-04-05,WAS,AZ,7,8.67
2025-04-05,PHI,LAD,4,8.5
2025-04-05,PIT,NYY,14,9.08
2025-04-05,KC,BAL,9,8.25
2025-04-05,TEX,TB,10,7.58
2025-04-05,MIL,CIN,18,8.17
2025-04-05,NYM,TOR,5,7.75
2025-04-05,ATL,MIA,4,8.17
2025-04-05,SF,SEA,5,7.25
2025-04-05,LAA,CLE,14,7.92
2025-04-06,PIT,NYY,9,8.83
2025-04-06,PHI,LAD,15,7.83
2025-04-06,WAS,AZ,9,7.5
2025-04-06,BOS,STL,9,9.25
2025-04-06,NYM,TOR,3,7.75
2025-04-06,DET,CHW,7,7.75
2025-04-06,MIL,CIN,10,8.5
2025-04-06,KC,BAL,5,8.25
2025-04-06,MIN,HOU,16,8.42
2025-04-06,CHC,SD,15,7.67
2025-04-06,TEX,TB,7,8.25
2025-04-06,SF,SEA,9,7.5
2025-04-06,LAA,CLE,8,8.58
2025-04-07,DET,NYY,8,8.2
2025-04-07,PIT,STL,12,8.5
2025-04-07,BOS,TOR,8,8.92
2025-04-07,WAS,LAD,10,7.92
2025-04-07,NYM,MIA,2,7.0
2025-04-07,KC,MIN,6,8.5
2025-04-07,CHC,TEX,7,6.17
2025-04-07,AZ,BAL,6,8.5
2025-04-07,SEA,HOU,7,7.17
2025-04-07,SF,CIN,2,7.08
2025-04-08,DET,NYY,5,7.5
2025-04-08,NYM,MIA,15,7.08
2025-04-08,CLE,CHW,1,7.42
2025-04-08,PIT,STL,8,6.75
2025-04-08,BOS,TOR,7,7.83
2025-04-08,WAS,LAD,10,8.92
2025-04-08,TB,LAA,7,8.42
2025-04-08,ATL,PHI,12,7.0
2025-04-08,KC,MIN,3,7.42
2025-04-08,CHC,TEX,16,7.5
2025-04-08,COL,MIL,8,9.5
2025-04-08,AZ,BAL,7,9.17
2025-04-08,SEA,HOU,3,6.92
2025-04-08,SF,CIN,1,7.5
2025-04-09,PIT,STL,3,7.92
2025-04-09,DET,NYY,7,7.25
2025-04-09,NYM,MIA,5,7.17
2025-04-09,CHC,TEX,8,8.25
2025-04-09,AZ,BAL,9,9.25
2025-04-09,SF,CIN,14,7.67
2025-04-09,WAS,LAD,11,9.0
2025-04-09,SEA,HOU,13,7.5
2025-04-09,CLE,CHW,5,7.5
2025-04-09,BOS,TOR,3,8.33
2025-04-09,TB,LAA,9,7.83
2025-04-09,ATL,PHI,7,9.0
2025-04-09,KC,MIN,4,7.92
2025-04-09,COL,MIL,19,10.5
2025-04-10,CLE,CHW,7,7.5
2025-04-10,TB,LAA,12,8.33
2025-04-10,KC,MIN,5,8.17
2025-04-10,COL,MIL,9,10.5
2025-04-10,BOS,TOR,7,9.0
2025-04-10,ATL,PHI,6,8.0
2025-04-11,CLE,KC,7,7.0
2025-04-11,CIN,PIT,8,8.33
2025-04-11,TB,ATL,9,8.42
2025-04-11,NYY,SF,10,8.08
2025-04-11,MIA,WAS,11,8.08
2025-04-11,CHW,BOS,12,8.33
2025-04-11,MIN,DET,13,7.67
2025-04-11,HOU,LAA,17,8.67
2025-04-11,STL,PHI,2,7.67
2025-04-11,AZ,MIL,7,8.5
2025-04-11,SD,COL,8,7.5
2025-04-11,SEA,TEX,8,6.75
2025-04-11,LAD,CHC,3,8.0
2025-04-12,MIN,DET,4,8.5
2025-04-12,STL,PHI,5,7.75
2025-04-12,NYY,SF,12,8.08
2025-04-12,BAL,TOR,9,8.33
2025-04-12,MIA,WAS,13,7.5
2025-04-12,TB,ATL,9,8.5
2025-04-12,CHW,BOS,5,7.58
2025-04-12,CLE,KC,9,7.5
2025-04-12,CIN,PIT,7,8.33
2025-04-12,HOU,LAA,5,8.67
2025-04-12,AZ,MIL,9,8.5
2025-04-12,SD,COL,2,8.42
2025-04-12,LAD,CHC,16,8.5
2025-04-12,SEA,TEX,11,7.08
2025-04-13,NYY,SF,9,7.58
2025-04-13,BAL,TOR,13,8.25
2025-04-13,TB,ATL,11,7.83
2025-04-13,MIA,WAS,15,7.75
2025-04-13,CIN,PIT,4,7.75
2025-04-13,CLE,KC,6,7.42
2025-04-13,MIN,DET,6,8.5
2025-04-13,CHW,BOS,4,7.0
2025-04-13,HOU,LAA,10,8.67
2025-04-13,STL,PHI,7,7.58
2025-04-13,SEA,TEX,4,7.0
2025-04-13,SD,COL,6,7.42
2025-04-13,AZ,MIL,7,8.25
2025-04-13,LAD,CHC,6,8.5
2025-04-14,PIT,WAS,13,7.17
2025-04-14,PHI,SF,14,8.67
2025-04-14,TB,BOS,17,8.5
2025-04-14,NYY,KC,5,8.5
2025-04-14,TOR,ATL,12,8.5
2025-04-14,MIL,DET,10,7.17
2025-04-14,MIN,NYM,6,7.83
2025-04-14,STL,HOU,11,7.42
2025-04-14,SD,CHC,14,7.5
2025-04-14,LAD,COL,8,8.5
2025-04-15,MIA,AZ,14,8.5
2025-04-15,CIN,SEA,12,8.17
2025-04-15,PIT,WAS,3,8.08
2025-04-15,PHI,SF,10,8.0
2025-04-15,BAL,CLE,9,8.58
2025-04-15,TB,BOS,11,8.58
2025-04-15,NYY,KC,6,8.42
2025-04-15,TOR,ATL,9,8.08
2025-04-15,MIL,DET,5,7.75
2025-04-15,MIN,NYM,9,8.08
2025-04-15,STL,HOU,2,7.5
2025-04-15,TEX,LAA,4,8.5
2025-04-15,SD,CHC,3,7.5
2025-04-15,LAD,COL,8,8.58
2025-04-16,TOR,ATL,4,7.83
2025-04-16,MIL,DET,6,7.92
2025-04-16,MIN,NYM,7,8.25
2025-04-16,STL,HOU,5,8.5
2025-04-16,SD,CHC,6,7.58
2025-04-16,BAL,CLE,10,8.17
2025-04-16,MIA,AZ,8,8.08
2025-04-16,CIN,SEA,8,8.5
2025-04-16,PIT,WAS,7,8.42
2025-04-16,PHI,SF,15,7.58
2025-04-16,TB,BOS,1,8.92
2025-04-16,NYY,KC,7,8.5
2025-04-16,TEX,LAA,4,9.42
2025-04-16,LAD,COL,15,8.5
2025-04-17,MIA,AZ,10,8.5
2025-04-17,PIT,WAS,1,8.08
2025-04-17,CIN,SEA,18,8.08
2025-04-17,PHI,SF,10,7.92
2025-04-17,BAL,CLE,8,8.58
2025-04-17,DET,KC,7,8.17
2025-04-17,TB,NYY,9,9.08
2025-04-17,NYM,STL,5,7.67
2025-04-17,TEX,LAA,8,9.5
2025-04-18,CHC,AZ,24,10.5
2025-04-18,DET,KC,10,7.42
2025-04-18,PIT,CLE,17,8.75
2025-04-18,PHI,MIA,9,7.5
2025-04-18,BAL,CIN,11,8.83
2025-04-18,TB,NYY,1,8.42
2025-04-18,TOR,SEA,4,7.83
2025-04-18,NYM,STL,9,8.0
2025-04-18,BOS,CHW,13,9.08
2025-04-18,ATL,MIN,10,8.5
2025-04-18,TEX,LAD,3,7.92
2025-04-18,HOU,SD,10,8.92
2025-04-18,LAA,SF,2,8.08
2025-04-19,PHI,MIA,21,9.33
2025-04-19,DET,KC,4,7.92
2025-04-19,CHC,AZ,8,7.5
2025-04-19,TOR,SEA,12,8.0
2025-04-19,BAL,CIN,14,8.58
2025-04-19,PIT,CLE,3,7.67
2025-04-19,TEX,LAD,7,8.5
2025-04-19,NYM,STL,3,8.33
2025-04-19,BOS,CHW,7,8.58
2025-04-19,COL,WAS,23,9.0
2025-04-19,TB,NYY,18,9.08
2025-04-19,HOU,SD,5,8.25
2025-04-19,ATL,MIN,7,7.83
2025-04-19,LAA,SF,5,8.5
2025-04-20,BAL,CIN,26,9.42
2025-04-20,ATL,MIN,8,7.92
2025-04-20,PHI,MIA,12,8.67
2025-04-20,PIT,CLE,9,8.0
2025-04-20,BOS,CHW,12,9.08
2025-04-20,TOR,SEA,11,8.5
2025-04-20,DET,KC,7,6.83
2025-04-20,NYM,STL,11,7.58
2025-04-20,TB,NYY,4,8.33
2025-04-20,CHC,AZ,5,7.25
2025-04-20,TEX,LAD,1,8.5
2025-04-20,COL,WAS,5,8.92
2025-04-20,LAA,SF,9,8.5
2025-04-20,HOU,SD,5,7.5
2025-04-21,BOS,CHW,6,9.08
2025-04-21,CLE,NYY,10,8.42
2025-04-21,MIA,CIN,9,7.92
2025-04-21,DET,SD,10,8.5
2025-04-21,NYM,PHI,9,8.0
2025-04-21,ATL,STL,13,8.33
2025-04-21,HOU,TOR,7,7.58
2025-04-21,SF,MIL,7,8.0
2025-04-22,CLE,NYY,5,8.17
2025-04-22,DET,SD,2,7.5
2025-04-22,MIA,CIN,7,8.5
2025-04-22,BOS,SEA,11,9.08
2025-04-22,WAS,BAL,7,9.0
2025-04-22,NYM,PHI,6,8.0
2025-04-22,ATL,STL,14,8.17
2025-04-22,KC,COL,7,8.5
2025-04-22,MIN,CHW,6,8.25
2025-04-22,CHC,LAD,21,8.25
2025-04-22,HOU,TOR,6,8.33
2025-04-22,LAA,PIT,12,8.5
2025-04-22,AZ,TB,6,9.0
2025-04-22,SF,MIL,14,7.67
2025-04-23,ATL,STL,5,8.58
2025-04-23,DET,SD,6,8.17
2025-04-23,MIA,CIN,7,8.08
2025-04-23,NYM,PHI,7,7.5
2025-04-23,CLE,NYY,6,8.42
2025-04-23,WAS,BAL,7,9.17
2025-04-23,BOS,SEA,13,9.58
2025-04-23,CHC,LAD,13,8.92
2025-04-23,HOU,TOR,4,8.5
2025-04-23,MIN,CHW,9,8.5
2025-04-23,LAA,PIT,3,8.5
2025-04-23,AZ,TB,13,8.92
2025-04-23,SF,MIL,6,6.83
2025-04-24,MIN,CHW,3,8.5
2025-04-24,BOS,SEA,7,8.17
2025-04-24,KC,COL,11,8.5
2025-04-24,SF,MIL,11,7.67
2025-04-24,WAS,BAL,3,8.5
2025-04-24,LAA,PIT,7,8.58
2025-04-24,AZ,TB,11,8.08
2025-04-25,CHC,PHI,4,8.08
2025-04-25,WAS,NYM,9,8.75
2025-04-25,NYY,TOR,6,9.92
2025-04-25,KC,HOU,2,8.0
2025-04-25,MIN,LAA,15,8.08
2025-04-25,STL,MIL,5,8.08
2025-04-25,COL,CIN,15,9.25
2025-04-25,SEA,MIA,12,7.42
2025-04-25,AZ,ATL,10,8.5
2025-04-25,SD,TB,1,7.0
2025-04-25,LAD,PIT,3,6.92
2025-04-25,SF,TEX,2,7.42
2025-04-26,CLE,BOS,9,7.83
2025-04-26,DET,BAL,7,8.5
2025-04-26,MIN,LAA,6,8.08
2025-04-26,STL,MIL,11,7.5
2025-04-26,COL,CIN,10,10.5
2025-04-26,WAS,NYM,2,9.5
2025-04-26,SF,TEX,5,8.0
2025-04-26,CHC,PHI,14,7.08
2025-04-26,KC,HOU,2,7.92
2025-04-26,AZ,ATL,15,9.42
2025-04-26,SD,TB,5,7.08
2025-04-26,LAD,PIT,12,8.17
2025-04-26,SEA,MIA,14,7.5
2025-04-27,NYY,TOR,13,8.92
2025-04-27,WAS,NYM,15,8.67
2025-04-27,MIN,LAA,5,7.75
2025-04-27,CLE,BOS,16,7.5
2025-04-27,DET,BAL,7,7.5
2025-04-27,KC,HOU,10,7.83
2025-04-27,STL,MIL,8,7.58
2025-04-27,COL,CIN,9,11.0
2025-04-27,SF,TEX,5,8.42
2025-04-27,SD,TB,6,8.08
2025-04-27,SEA,MIA,13,7.42
2025-04-27,AZ,ATL,10,8.5
2025-04-27,LAD,PIT,11,8.42
2025-04-27,CHC,PHI,4,8.08
2025-04-28,WAS,NYM,24,9.25
2025-04-28,CLE,MIN,12,7.83
2025-04-28,BAL,NYY,7,9.58
2025-04-28,CIN,STL,4,8.92
2025-04-28,HOU,DET,13,8.08
2025-04-28,COL,ATL,9,10.5
2025-04-28,LAD,MIA,13,8.5
2025-04-29,CLE,MIN,3,8.0
2025-04-29,BAL,NYY,18,9.5
2025-04-29,PIT,CHC,9,8.5
2025-04-29,PHI,WAS,13,8.08
2025-04-29,TB,KC,4,8.92
2025-04-29,TOR,BOS,12,7.5
2025-04-29,NYM,AZ,11,8.42
2025-04-29,CHW,MIL,9,7.92
2025-04-29,HOU,DET,10,7.67
2025-04-29,COL,ATL,10,10.58
2025-04-29,SD,SF,11,6.67
2025-04-29,SEA,LAA,8,7.58
2025-04-29,LAD,MIA,17,8.5
2025-04-30,CIN,STL,6,9.33
2025-04-30,HOU,DET,11,8.5
2025-04-30,COL,ATL,3,10.08
2025-04-30,LAD,MIA,19,9.42
2025-04-30,SD,SF,8,7.08
2025-04-30,SEA,LAA,12,8.17
2025-04-30,CLE,MIN,6,7.5
2025-04-30,BAL,NYY,9,9.58
2025-04-30,PIT,CHC,7,8.92
2025-04-30,PHI,WAS,9,8.25
2025-04-30,TB,KC,3,8.67
2025-04-30,TOR,BOS,13,9.08
2025-04-30,NYM,AZ,7,7.92
2025-04-30,CHW,MIL,10,7.83
2025-05-01,PIT,CHC,11,7.5
2025-05-01,CIN,STL,10,8.5
2025-05-01,TB,KC,10,8.17
2025-05-01,CLE,MIN,7,8.5
2025-05-01,NYM,AZ,6,7.75
2025-05-01,CHW,MIL,8,8.5
2025-05-01,PHI,WAS,6,9.5
2025-05-01,TOR,BOS,6,8.5
2025-05-01,LAA,DET,14,8.5
2025-05-01,SF,COL,7,7.5
2025-05-02,CIN,WAS,7,8.5
2025-05-02,PIT,SD,13,7.83
2025-05-02,PHI,AZ,5,8.83
2025-05-02,BAL,KC,3,9.5
2025-05-02,NYY,TB,3,8.5
2025-05-02,TOR,CLE,8,8.42
2025-05-02,BOS,MIN,7,8.92
2025-05-02,ATL,LAD,3,8.75
2025-05-02,CHW,HOU,10,7.5
2025-05-02,TEX,SEA,14,8.25
